Concept(EN)	ConceptClass	Concept(IT)	SubjectCode	No.Concept	No.Phrase	Feature	RelationType	Phrase
sword	implement	spada	s92	23		6	used_for_war	eae	si_utilizza_per_combattere
sword	implement	spada	s92	23		7	is_cross_shaped	ese	forma_di_una_croce
airplane	vehicle	aeroplano	s92	24		1	a_vehicle	ch	mezzo
airplane	vehicle	aeroplano	s92	24		2	used_for_transportation	sf	di_trasporto
airplane	vehicle	aeroplano	s92	24		3	flies	sf	vola
airplane	vehicle	aeroplano	s92	24		4	has_a_propeller_engine	eci	ad_elica
airplane	vehicle	aeroplano	s92	24		5	has_a_turbine_engine	eci	a_turbina
airplane	vehicle	aeroplano	s92	24		6	is_bird_shaped	ese	forma_di_uccello
pineapple	fruit	ananas	s92	25		1	a_fruit	ch	frutto
pineapple	fruit	ananas	s92	25		2	is_yellow_inside	esi	giallo_dentro
pineapple	fruit	ananas	s92	25		3	has_flat_leaves	ece	foglie_a_palma
pineapple	fruit	ananas	s92	25		4	is_exotic	iep	esotico
leg	bodypart	gamba	s93	1		1	a_body_part	ch	parte_del_corpo
leg	bodypart	gamba	s93	1		2	there_are_2	eq	ne_possediamo_2
leg	bodypart	gamba	s93	1		3	used_for_walking	sf	necessaria_per_camminare
head	bodypart	testa	s93	2		1	a_body_part	ch	parte_del_corpo_di_un_essere_umano
head	bodypart	testa	s93	2		2	a_body_part	ch	parte_del_corpo_di_un_animale
head	bodypart	testa	s93	2		3	connected_to_neck	se	retta_dal_collo
jacket	clothing	giacca	s93	3		1	clothing	ch	indumento
jacket	clothing	giacca	s93	3		2	worn_for_the_cold	sf	necessario_nel_momento_in_cui_fa_freddo
jacket	clothing	giacca	s93	3		3	worn_on_top_of_sweaters	sf	è_l'ultimo_indumento_che_si_indossa,_dopo_maglia,_ecc.
armchair	furniture	poltrona	s93	4		1	a_relative_of_chairs	cc	è_una_sorta_di_sedia
armchair	furniture	poltrona	s93	4		2	used_for_resting	sf	per_riposarsi
chair	furniture	sedia	s93	5		1	an_object	ch	oggetto
chair	furniture	sedia	s93	5		2	found_at_tables	se	utile_per_sedersi_a_tavola
chair	furniture	sedia	s93	5		3	found_in_schools	sl	utile_per_sedersi_a_scuola
garage	building	garage	s93	6		1	used_for_storing_cars	sf	per_parcheggiare_la_propria_auto
garage	building	garage	s93	6		2	used_for_storing_motorbikes	sf	per_parcheggiare_la_propria_moto
garage	building	garage	s93	6		3	is_underground	sl	sotterraneo
cherry	fruit	ciliegia	s93	7		1	a_fruit	ch	frutto
cherry	fruit	ciliegia	s93	7		2	is_red	ese	rosso
cherry	fruit	ciliegia	s93	7		3	has_a_pit	eci	con_il_nocciolo
chemise	clothing	camicia	s93	8		1	clothing	ch	indumento
chemise	clothing	camicia	s93	8		2	has_buttons	ece	ha_dei_bottoni
chemise	clothing	camicia	s93	8		3	is_light	ese	non_tiene_molto_caldo
table	furniture	tavolo	s93	9		1	an_object	ch	oggetto
table	furniture	tavolo	s93	9		2	used_for_eating_on	sf	utile_per_mangiare
table	furniture	tavolo	s93	9		3	used_for_holding_plates	sf	utile_per_appoggiare_i_piatti
table	furniture	tavolo	s93	9		4	used_for_holding_glasses	sf	utile_per_appoggiare_i_bicchieri
table	furniture	tavolo	s93	9		5	used_for_writing_on	sf	utile_per_scrivere
comb	implement	pettine	s93	10		1	an_object	ch	oggetto
comb	implement	pettine	s93	10		2	used_for_hair	se	utile_per_eliminare_nodi_ai_capelli
church	building	chiesa	s93	11		1	a_place	ch	luogo
church	building	chiesa	s93	11		2	used_for_praying	sf	in_cui_si_prega
church	building	chiesa	s93	11		3	used_for_worshipping	sf	dove_si_celebra_la_messa
pear	fruit	pera	s93	12		1	a_fruit	ch	frutto
pear	fruit	pera	s93	12		2	is_green	ese	verde
pear	fruit	pera	s93	12		3	is_yellow	ese	giallo
monkey	mammal	scimmia	s93	13		1	an_animal	ch	animale
monkey	mammal	scimmia	s93	13		2	a_relative_of_humans	cc	il_più_simile_all'uomo
goose	bird	oca	s93	14		1	an_animal	ch	animale
goose	bird	oca	s93	14		2	has_a_beak	ece	con_becco
goose	bird	oca	s93	14		3	has_legs	ece	con_delle_zampe
goose	bird	oca	s93	14		4	has_feathers	ece	con_piume
paintbrush	implement	pennello	s93	15		1	an_object	ch	oggetto
paintbrush	implement	pennello	s93	15		2	a_relative_of_pens	cc	simile_ad_una_penna
paintbrush	implement	pennello	s93	15		3	has_bristles	ece	con_le_setole_ad_un'estremità
paintbrush	implement	pennello	s93	15		4	used_for_painting	sf	per_dipingere
sweater	clothing	pullover	s93	16		1	clothing	ch	indumento
sweater	clothing	pullover	s93	16		2	worn_for_the_cold	sf	si_indossa_quando_fa_freddo
sweater	clothing	pullover	s93	16		3	worn_for_warmth	sf	tiene_caldo
sweater	clothing	pullover	s93	16		4	different_colours	ese	di_vari_colori
onion	vegetable	cipolla	s93	17		1	a_vegetable	ch	verdura
onion	vegetable	cipolla	s93	17		2	has_layers	eci	con_molti_strati_di_buccia
onion	vegetable	cipolla	s93	17		3	causes_crying/tears	ic	fa_lacrimare_gli_occhi
bear	mammal	orso	s93	18		1	an_animal	ch	animale
bear	mammal	orso	s93	18		2	is_large	ese	grande
bear	mammal	orso	s93	18		3	lives_in_cold_climates	sl	vive_al_freddo
sparrow	bird	passero	s93	19		1	a_bird	ch	uccello
sparrow	bird	passero	s93	19		2	is_small	ese	di_piccole_dimensioni
sparrow	bird	passero	s93	19		3	beh_-_flies	eb	vola
shoes	clothing	scarpe	s93	20		1	an_object	ch	oggetto
shoes	clothing	scarpe	s93	20		2	worn_on_feet	sf	per_i_piedi
shoes	clothing	scarpe	s93	20		3	worn_outside	sl	necessario_per_camminare_fuori_casa
spinach	vegetable	spinaci	s93	21		1	a_vegetable	ch	verdura
spinach	vegetable	spinaci	s93	21		2	is_green	ese	verde
broom	implement	scopa	s93	22		1	is_long	ese	lungo
broom	implement	scopa	s93	22		2	has_a_handle	ece	bastone
broom	implement	scopa	s93	22		3	has_bristles	ece	con_spatole_ad_un'estremità
broom	implement	scopa	s93	22		4	used_for_floor_cleaning	sf	per_pulire_per_terra
socks	clothing	calzini	s93	23		1	clothing	ch	indumenti
socks	clothing	calzini	s93	23		2	worn_on_feet	sf	per_piedi
socks	clothing	calzini	s93	23		3	worn_for_the_cold	sf	contro_il_freddo
socks	clothing	calzini	s93	23		4	worn_under_shoes	sf	vanno_messi_prima_delle_scarpe
owl	bird	gufo	s93	24		1	an_animal	ch	animale
owl	bird	gufo	s93	24		2	beh_-_is_nocturnal	eb	notturno
owl	bird	gufo	s93	24		3	a_bird	ch	uccello
seagull	bird	gabbiano	s93	25		1	a_bird	ch	uccello
seagull	bird	gabbiano	s93	25		2	is_white	ese	bianco
seagull	bird	gabbiano	s93	25		3	lives_by_the_ocean	sl	si_trova_al_mare
hand	bodypart	mano	s94	1		1	a_body_part	ch	parte_del_corpo
hand	bodypart	mano	s94	1		2	extreme_part_of_upper_limbs	ew	estrema_degli_arti_superiori
hand	bodypart	mano	s94	1		3	used_for_grasping	sf	serve_per_afferrare_gli_oggetti
hand	bodypart	mano	s94	1		4	used_for_writing	sf	serve_per_scrivere
woodpecker	bird	picchio	s94	2		1	a_bird	ch	uccello
woodpecker	bird	picchio	s94	2		2	has_a_strong_beak	ece	munito_di_un_becco_molto_robusto
orange	fruit	arancia	s94	3		1	a_fruit	ch	frutto
orange	fruit	arancia	s94	3		2	eaten_in_winter	st	invernale
orange	fruit	arancia	s94	3		3	is_orange	ese	di_colore_arancione
orange	fruit	arancia	s94	3		4	is_round	ese	di_forma_sferica
bus	vehicle	autobus	s94	4		1	a_vehicle	ch	mezzo
bus	vehicle	autobus	s94	4		2	used_for_transportation	sf	di_trasporto
bus	vehicle	autobus	s94	4		3	is_public	iep	pubblico
corn	vegetable	mais	s94	5		1	a_vegetable	ch	verdura
corn	vegetable	mais	s94	5		2	is_yellow	ese	di_colore_giallo
corn	vegetable	mais	s94	5		3	is_small	ese	di_dimensioni_ridotte
bed	furniture	letto	s94	6		1	furniture	ch	mobile
bed	furniture	letto	s94	6		2	used_for_sleeping	sf	su_cui_si_dorme
rabbit	mammal	coniglio	s94	7		1	a_rodent	ch	roditore
rabbit	mammal	coniglio	s94	7		2	is_small	ese	di_piccole_dimensioni
rabbit	mammal	coniglio	s94	7		3	beh_-_runs	eb	ha_la_caratteristica_di_correre_velocemente
peas	vegetable	piselli	s94	8		1	is_green	ese	verdure
peas	vegetable	piselli	s94	8		2	is_green	ese	verdi
peas	vegetable	piselli	s94	8		3	is_round	ese	sferiche
closet	furniture	armadio	s94	9		1	furniture	ch	mobile
closet	furniture	armadio	s94	9		2	used_for_storing_clothing	sf	funge_da_contenitore_per_indumenti
closet	furniture	armadio	s94	9		3	used_for_storing	sf	funge_da_contenitore_per_oggetti
ship	vehicle	nave	s94	10		1	a_vehicle	ch	mezzo
ship	vehicle	nave	s94	10		2	used_for_transportation	sf	di_trasporto
ship	vehicle	nave	s94	10		3	used_on_water	sl	si_muove_sull'acqua
dog	mammal	cane	s94	11		1	has_4_legs	ece	quadrupede
dog	mammal	cane	s94	11		2	different_kinds	eq	può_essere_di_differenti_razze
horse	mammal	cavallo	s94	12		1	has_4_legs	ece	quadrupede
horse	mammal	cavallo	s94	12		2	beh_-_moves	eb	con_elevate_capacità_motorie
tongs	implement	pinze	s94	13		1	a_tool	ch	attrezzo
skyscraper	building	grattacielo	s94	14		1	is_tall	ese	altissimo
skyscraper	building	grattacielo	s94	14		2	a_building	ch	edificio
skyscraper	building	grattacielo	s94	14		3	found_in_big_cities	sl	presente_nelle_grandi_città
eye	bodypart	occhio	s94	15		1	used_for_seeing	sf	vista
truck	vehicle	camion	s94	16		1	a_vehicle	ch	mezzo
truck	vehicle	camion	s94	16		2	used_for_transportation	sf	di_trasporto
truck	vehicle	camion	s94	16		3	is_cumbersome	iep	ingombrante
truck	vehicle	camion	s94	16		4	used_for_cargo	se	ha_la_funzione_di_trasportare_oggetti_di_grandi_dimensioni
finger	bodypart	dito	s94	17		1	part_of_palm	ew	compone_con_altri_4_il_palmo
finger	bodypart	dito	s94	17		2	part_of_hand	ew	compone_con_altri_4_la_mano
apple	fruit	mela	s94	18		1	a_fruit	ch	frutto
apple	fruit	mela	s94	18		2	is_red	ese	rosso
apple	fruit	mela	s94	18		3	is_green	ese	verde
apple	fruit	mela	s94	18		4	is_yellow	ese	giallo
apple	fruit	mela	s94	18		5	is_round	ese	sferico
tower	building	torre	s94	19		1	is_tall	ese	alto
tower	building	torre	s94	19		2	a_building	ch	edificio
train	vehicle	treno	s94	20		1	a_vehicle	ch	mezzo
train	vehicle	treno	s94	20		2	used_for_transportation	sf	di_trasporto
train	vehicle	treno	s94	20		3	is_public	iep	pubblico
train	vehicle	treno	s94	20		4	used_on_rail_tracks	se	si_muove_per_mezzo_di_rotaie
potato	vegetable	patata	s94	21		1	a_vegetable	ch	ortaggio
potato	vegetable	patata	s94	21		2	grows_underground	sl	cresce_sotto_terra
bridge	building	ponte	s94	22		1	made_by_humans	sor	artificale
sword	implement	spada	s94	23		1	an_object	ch	ogetto
sword	implement	spada	s94	23		2	used_for_war	eae	serve_per_combattere_contro_l'avversario
sword	implement	spada	s94	23		3	has_a_pointed_end	ese	appuntito
sword	implement	spada	s94	23		4	made_of_iron	em	di_ferro
sword	implement	spada	s94	23		5	has_a_handle	ece	munito_di_manico
airplane	vehicle	aeroplano	s94	24		1	a_vehicle	ch	mezzo
airplane	vehicle	aeroplano	s94	24		2	used_for_transportation	sf	di_trasporto
airplane	vehicle	aeroplano	s94	24		3	flies	sf	volante
airplane	vehicle	aeroplano	s94	24		4	used_for_long_travel	sf	serve_per_percorrere_grandi_distanze_in_poche_ore
pineapple	fruit	ananas	s94	25		1	a_fruit	ch	frutto
pineapple	fruit	ananas	s94	25		2	is_exotic	iep	esotico
pineapple	fruit	ananas	s94	25		3	is_yellow_inside	esi	giallo
pineapple	fruit	ananas	s94	25		4	is_oval	ese	ovale
leg	bodypart	gamba	s95	1		1	a_body_part	ch	pezzo_di_corpo_umano
leg	bodypart	gamba	s95	1		2	used_for_standing	sf	si_usa_per_stare_in_piedi
leg	bodypart	gamba	s95	1		3	has_bones	eci	è_composta_da_ossa
leg	bodypart	gamba	s95	1		4	made_of_flesh	em	è_composta_da_carne
leg	bodypart	gamba	s95	1		5	has_a_fur	ece	è_composta_da_peli
head	bodypart	testa	s95	2		1	a_body_part	ch	parte_del_corpo_umano
head	bodypart	testa	s95	2		2	has_a_brain	eci	racchiude_il_cervello
head	bodypart	testa	s95	2		3	used_for_thinking	sf	viene_usata_per_pensare
head	bodypart	testa	s95	2		4	part_of_coin	ew	lato_posteriore_di_una_moneta
jacket	clothing	giacca	s95	3		1	clothing	ch	oggetto_di_abbbigliamento
jacket	clothing	giacca	s95	3		2	worn_for_covering_torso	sf	copre_il_busto_umano
jacket	clothing	giacca	s95	3		3	is_long	ese	può_essere_lunga
jacket	clothing	giacca	s95	3		4	worn_with_ties	se	abbinata_a_una_cravatta
armchair	furniture	poltrona	s95	4		1	furniture	ch	oggetto_d'arredamento
armchair	furniture	poltrona	s95	4		2	used_for_sitting	sf	serve_per_sedersi
armchair	furniture	poltrona	s95	4		3	has_cushions	ece	è_dotata_di_cuscini
armchair	furniture	poltrona	s95	4		4	used_for_comfort	eae	per_stare_più_comodi
armchair	furniture	poltrona	s95	4		5	half_a_couch	io	è_la_metà_di_un_divano
chair	furniture	sedia	s95	5		1	furniture	ch	oggetto_d'arredamento
chair	furniture	sedia	s95	5		2	used_for_sitting	sf	serve_per_sedersi
chair	furniture	sedia	s95	5		3	found_at_tables	se	a_un_tavolo
chair	furniture	sedia	s95	5		4	is_comfortable	ie	può_essere_comoda
garage	building	garage	s95	6		1	a_place	ch	luogo
garage	building	garage	s95	6		2	used_for_storing_cars	sf	in_cui_vengono_parcheggiate_le_auto
garage	building	garage	s95	6		3	is_underground	sl	posto_sotto_il_livello_del_terreno
garage	building	garage	s95	6		4	used_by_bands	sp	sala_prove_di_band
cherry	fruit	ciliegia	s95	7		1	a_fruit	ch	frutto
cherry	fruit	ciliegia	s95	7		2	grows_on_cherry_trees	sl	del_ciliegio
cherry	fruit	ciliegia	s95	7		3	is_red	ese	è_di_colore_rosso_scuro
cherry	fruit	ciliegia	s95	7		4	tastes_sweet	esi	ha_un_sapore_molto_dolce
cherry	fruit	ciliegia	s95	7		5	has_a_pit	eci	contiene_un_nocciolo
chemise	clothing	camicia	s95	8		1	clothing	ch	oggetto_d'abbigliamento
chemise	clothing	camicia	s95	8		2	worn_by_men	sp	maschile
chemise	clothing	camicia	s95	8		3	worn_by_women	sp	femminile
chemise	clothing	camicia	s95	8		4	worn_for_covering_torso	sf	copre_il_busto
chemise	clothing	camicia	s95	8		5	has_long_sleeves	ece	a_maniche_lunghe
chemise	clothing	camicia	s95	8		6	has_short_sleeves	ece	a_maniche_corte
chemise	clothing	camicia	s95	8		7	is_light	ese	non_tiene_molto_caldo
table	furniture	tavolo	s95	9		1	furniture	ch	oggetto_d'arredamento
table	furniture	tavolo	s95	9		2	used_for_working	sf	serve_come_appoggio_per_lavorare_manualmente
table	furniture	tavolo	s95	9		3	used_for_writing_on	sf	serve_come_appoggio_per_per_scrivere
table	furniture	tavolo	s95	9		4	used_for_eating_on	sf	serve_come_appoggio_per_per_mangiare
table	furniture	tavolo	s95	9		5	used_by_sitting	sa	si_utilizza_seduti
table	furniture	tavolo	s95	9		6	has_4_legs	ece	ha_4_gambe
comb	implement	pettine	s95	10		1	an_object	ch	oggetto
comb	implement	pettine	s95	10		2	used_for_hair	se	utilizzato_per_pettinare_i_capelli
comb	implement	pettine	s95	10		3	made_of_wood	em	di_legno
comb	implement	pettine	s95	10		4	has_teeth	ece	composto_da_vari_denti
church	building	chiesa	s95	11		1	a_place	ch	luogo
church	building	chiesa	s95	11		2	used_for_worshipping	sf	di_culto
church	building	chiesa	s95	11		3	used_by_Christians	sp	della_religione_cristiana
church	building	chiesa	s95	11		4	has_a_cross	se	contiene_un_crocifisso
church	building	chiesa	s95	11		5	has_a_baptismal_font	eci	contiene_una_vasca_battesimale
pear	fruit	pera	s95	12		1	a_fruit	ch	frutto
pear	fruit	pera	s95	12		2	grows_on_pear_trees	sl	del_pero
pear	fruit	pera	s95	12		3	is_yellow	ese	di_colore_giallo
pear	fruit	pera	s95	12		4	is_long	ese	di_forma_allungata
monkey	mammal	scimmia	s95	13		1	a_mammal	ch	mammifero
monkey	mammal	scimmia	s95	13		2	a_relative_of_humans	cc	antenato_comune_con_l'uomo
monkey	mammal	scimmia	s95	13		3	has_a_fur	ece	coperto_di_peli
monkey	mammal	scimmia	s95	13		4	beh_-_moves	eb	si_muove
monkey	mammal	scimmia	s95	13		5	beh_-_walks_on_2_feet	eb	su_2_gambe
monkey	mammal	scimmia	s95	13		6	has_an_opposable_thumb	ece	ha_il_pollice_apponibile
goose	bird	oca	s95	14		1	a_bird	ch	uccello
goose	bird	oca	s95	14		2	lives_in_ponds	sl	popola_gli_stagni
goose	bird	oca	s95	14		3	is_white	ese	è_di_colore_bianco
goose	bird	oca	s95	14		4	beh_-_swims	eb	è_capace_di_nuotare
goose	bird	oca	s95	14		5	beh_-_quacks	eb	emette_un_verso_caratteristico
paintbrush	implement	pennello	s95	15		1	an_object	ch	oggetto
paintbrush	implement	pennello	s95	15		2	used_for_painting	sf	utilizzato_per_dipingere
paintbrush	implement	pennello	s95	15		3	has_a_handle	ece	composto_da_un_manico
paintbrush	implement	pennello	s95	15		4	has_bristles	ece	composto_da_crini
paintbrush	implement	pennello	s95	15		5	used_by_dipping_into_colour	sa	che_vengono_intinti_nel_colore
sweater	clothing	pullover	s95	16		1	clothing	ch	oggetto_di_abbigliamento
sweater	clothing	pullover	s95	16		2	made_of_wool	em	è_fatto_di_lana
sweater	clothing	pullover	s95	16		3	is_prickly	ese	punge
sweater	clothing	pullover	s95	16		4	worn_for_warmth	sf	tiene_caldo
onion	vegetable	cipolla	s95	17		1	a_vegetable	ch	ortaggio
onion	vegetable	cipolla	s95	17		2	tastes_strong	esi	dal_sapore_pungente
onion	vegetable	cipolla	s95	17		3	is_white	ese	di_colore_biancastro
onion	vegetable	cipolla	s95	17		4	is_red	ese	di_colore_rosso
bear	mammal	orso	s95	18		1	a_mammal	ch	mammifero
bear	mammal	orso	s95	18		2	beh_-_eats_meat	eb	carnivoro
bear	mammal	orso	s95	18		3	is_agressive	iep	feroce
bear	mammal	orso	s95	18		4	has_a_fur	ece	peloso
bear	mammal	orso	s95	18		5	is_white	ese	di_colore_bianco
bear	mammal	orso	s95	18		6	is_black	ese	di_colore_nero
bear	mammal	orso	s95	18		7	is_dark_brown	ese	di_colore_bruno
bear	mammal	orso	s95	18		8	beh_-_walks_on_4_feet	eb	si_muove_a_quattro_zampe
bear	mammal	orso	s95	18		9	beh_-_stands_on_2_feet	eb	si_erge_su_due_per_impressionare
sparrow	bird	passero	s95	19		1	associated_with_Leopardi	eae	solitario
sparrow	bird	passero	s95	19		2	a_bird	ch	uccello
sparrow	bird	passero	s95	19		3	is_small	ese	di_piccole_dimensioni
shoes	clothing	scarpe	s95	20		1	footware	ch	calzatura
shoes	clothing	scarpe	s95	20		2	worn_on_feet	sf	si_indossa_ai_piedi
shoes	clothing	scarpe	s95	20		3	has_a_sole	ece	è_composta_da_suola
shoes	clothing	scarpe	s95	20		4	has_a_lace	ece	è_composta_da_lacci
shoes	clothing	scarpe	s95	20		5	has_a_frame	ece	è_composta_da_una_struttura
spinach	vegetable	spinaci	s95	21		1	a_vegetable	ch	verdura
spinach	vegetable	spinaci	s95	21		2	is_green	ese	di_colore_verde
spinach	vegetable	spinaci	s95	21		3	is_edible	sa	viene_mangiata
spinach	vegetable	spinaci	s95	21		4	eaten_by_cooking	sa	viene_cotta
spinach	vegetable	spinaci	s95	21		5	has_iron	eci	contiene_ferro
spinach	vegetable	spinaci	s95	21		6	associated_with_Popeye	eae	in_Braccio_di_Ferro
broom	implement	scopa	s95	22		1	an_object	ch	oggeto
broom	implement	scopa	s95	22		2	used_for_sweeping	sf	utilizzato_per_spazzare
broom	implement	scopa	s95	22		3	has_a_handle	ece	è_composto_da_un_manico
broom	implement	scopa	s95	22		4	has_bristles	ece	è_composto_da_un_insieme_di_crini
broom	implement	scopa	s95	22		5	associated_with_witches	se	utilizzata_dalle_streghe_per_volare
broom	implement	scopa	s95	22		6	used_with_dustpan	se	utilizzata_con_una_paletta_
socks	clothing	calzini	s95	23		1	clothing	ch	oggetto_di_abbigliamento
socks	clothing	calzini	s95	23		2	worn_on_feet	sf	si_indossano_ai_piedi
socks	clothing	calzini	s95	23		3	made_of_cloth	em	di_varie_stoffe
socks	clothing	calzini	s95	23		4	different_colours	ese	di_vari_colori
owl	bird	gufo	s95	24		1	a_bird	ch	uccello
owl	bird	gufo	s95	24		2	beh_-_is_nocturnal	eb	notturno
owl	bird	gufo	s95	24		3	beh_-_eats_meat	eb	carnivoro
seagull	bird	gabbiano	s95	25		1	a_bird	ch	uccello
seagull	bird	gabbiano	s95	25		2	is_white	ese	bianco
seagull	bird	gabbiano	s95	25		3	lives_by_the_ocean	sl	vive_sul_mare
seagull	bird	gabbiano	s95	25		4	beh_-_migrates	eb	emigra
seagull	bird	gabbiano	s95	25		5	beh_-_eats_fish	eb	mangia_pesce
hand	bodypart	mano	s96	1		1	a_body_part	ch	parte_del_corpo_umano
hand	bodypart	mano	s96	1		2	used_for_grasping	sf	consente_alle_persone_di_afferrare_gli_oggetti
hand	bodypart	mano	s96	1		3	used_for_writing	sf	consente_alle_persone_di_scrivere
hand	bodypart	mano	s96	1		4	has_5_fingers	ece	composta_da_5_dita
hand	bodypart	mano	s96	1		5	there_are_2	eq	ogni_persona_ne_ha_2
woodpecker	bird	picchio	s96	2		1	a_bird	ch	uccello
woodpecker	bird	picchio	s96	2		2	beh_-_hits_against_trees_with_beak	eb	sbatte_il_becco_contro_gli_alberi
woodpecker	bird	picchio	s96	2		3	has_a_large_beak	ece	grande_becco
woodpecker	bird	picchio	s96	2		4	lives_on_trees	sl	vive_sugli_alberi
orange	fruit	arancia	s96	3		1	a_fruit	ch	frutto
orange	fruit	arancia	s96	3		2	is_orange	ese	arancione
orange	fruit	arancia	s96	3		3	has_sections	eci	composto_da_spicchi
orange	fruit	arancia	s96	3		4	has_vitamin_C	eci	ricco_di_vitamina_C
orange	fruit	arancia	s96	3		5	eaten_by_peeling	sa	necessario_togliere_la_buccia
orange	fruit	arancia	s96	3		6	is_edible	sa	per_mangiarla
bus	vehicle	autobus	s96	4		1	a_vehicle	ch	mezzo
bus	vehicle	autobus	s96	4		2	used_for_transportation	sf	di_trasporto
bus	vehicle	autobus	s96	4		3	is_large	ese	molto_grande
bus	vehicle	autobus	s96	4		4	has_seats	eci	munito_di_molti_posti
bus	vehicle	autobus	s96	4		5	used_by_many_passengers	sp	riesce_a_trasportare_molte_persone
bus	vehicle	autobus	s96	4		6	found_in_cities	sl	sono_presenti_in_tutte_le_città
